,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
4390,CH,2021-06-06,83.1,1.89,6.13,"Miley, Wade",666185,489119,,ball,,,,,14.0,Dylan Carlson flies out to right fielder Nick Castellanos.,R,R,L,STL,CIN,B,,,2,1,2021,1.21,0.61,0.83,1.57,,,,2,3,Bot,,,,,,,-4.78863727639837,-120.9233933936667,-5.220845775555141,12.79212525596093,21.534202970849687,-25.41307323387541,3.42,1.79,,,,83.3,1900.0,6.2,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.31,,,,,,,,29,4,Changeup,0,7,0,7,7,0,0,7,Standard,Standard,135.0,0.0,0.042,,,,-0.042,,-7,-7,0.028,0.028,34,22,35,23,2,1,6.0,1.0,6.0,2.0,2.67,1.21,-1.21,48.1
4391,CH,2021-06-06,82.8,1.87,6.17,"Miley, Wade",666185,489119,,ball,,,,,14.0,Dylan Carlson flies out to right fielder Nick Castellanos.,R,R,L,STL,CIN,B,,,1,1,2021,1.09,0.51,1.1,1.43,,,,2,3,Bot,,,,,,,-3.877722188181123,-120.59052907898854,-5.355859138366816,11.385916364612354,22.02428504215137,-26.39733567697132,3.52,1.66,,,,83.0,1808.0,6.2,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.26,,,,,,,,29,3,Changeup,0,7,0,7,7,0,0,7,Standard,Standard,131.0,0.0,0.02,,,,-0.02,,-7,-7,0.028,0.028,34,22,35,23,2,1,6.0,1.0,6.0,2.0,2.79,1.09,-1.09,51.2
4392,FF,2021-06-06,88.8,1.47,6.47,"Miley, Wade",666185,489119,,ball,,,,,13.0,Dylan Carlson flies out to right fielder Nick Castellanos.,R,R,L,STL,CIN,B,,,0,1,2021,0.21,1.25,-0.86,1.43,,,,2,3,Bot,,,,,,,-6.1096125314224246,-129.0296613580958,-8.895571545677633,3.4907283528295863,25.040183004063103,-16.60111634147517,3.51,1.65,,,,88.8,2248.0,6.2,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.29,,,,,,,,29,2,4-Seam Fastball,0,7,0,7,7,0,0,7,Standard,Standard,159.0,0.0,0.014,,,,-0.014,,-7,-7,0.028,0.028,34,22,35,23,2,1,6.0,1.0,6.0,2.0,1.64,0.21,-0.21,59.1
4393,FC,2021-06-06,85.7,1.65,6.41,"Miley, Wade",666185,489119,,foul,,,,,7.0,Dylan Carlson flies out to right fielder Nick Castellanos.,R,R,L,STL,CIN,S,,,0,0,2021,-0.18,0.61,-0.42,2.01,,,,2,3,Bot,,,,,,,-4.527017851679788,-124.7796892715514,-5.424148762366615,-1.0962569382960432,21.974545745427108,-25.005860318824837,3.47,1.59,,,,86.0,2268.0,6.2,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.33,,,,,,,,29,1,Cutter,0,7,0,7,7,0,0,7,Standard,Standard,191.0,0.0,-0.018,,,,0.018,,-7,-7,0.028,0.028,34,22,35,23,2,1,6.0,1.0,6.0,2.0,2.46,-0.18,0.18,56.5
4394,FC,2021-06-06,85.0,1.67,6.4,"Miley, Wade",669242,489119,strikeout,swinging_strike,,,,,13.0,Tommy Edman strikes out swinging.,R,R,L,STL,CIN,S,2.0,,1,2,2021,-0.15,0.42,-1.32,1.67,,,,1,3,Bot,,,,,,,-6.697266122198372,-123.70711861479371,-5.707705272427713,-0.3714840980296193,21.00356282501111,-26.94592888435534,3.3,1.5,,,,85.3,2305.0,6.1,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.35,,0.0,0.0,1.0,0.0,0.0,,28,4,Cutter,0,7,0,7,7,0,0,7,Standard,Standard,185.0,-0.004,-0.114,,,,0.114,,-7,-7,0.032,0.032,34,26,35,26,2,1,6.0,1.0,6.0,2.0,2.69,-0.15,0.15,55.7
4395,CH,2021-06-06,81.5,2.06,6.14,"Miley, Wade",669242,489119,,swinging_strike,,,,,14.0,Tommy Edman strikes out swinging.,R,R,L,STL,CIN,S,,,1,1,2021,1.28,0.45,1.16,1.23,,,,1,3,Bot,,,,,,,-4.4788728632151,-118.62733356096376,-5.348253700118337,12.99557548176636,20.839120091739723,-27.17680907625824,3.3,1.5,,,,81.6,1883.0,6.2,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.32,,,,,,,,28,3,Changeup,0,7,0,7,7,0,0,7,Standard,Standard,131.0,0.0,-0.043,,,,0.043,,-7,-7,0.032,0.032,34,26,35,26,2,1,6.0,1.0,6.0,2.0,2.96,1.28,-1.28,48.2
4396,CU,2021-06-06,74.6,1.85,6.35,"Miley, Wade",669242,489119,,called_strike,,,,,3.0,Tommy Edman strikes out swinging.,R,R,L,STL,CIN,S,,,1,0,2021,-1.0,-0.67,0.63,2.88,,,,1,3,Bot,,,,,,,-0.7541405816845727,-108.69724201108136,1.210088933202973,-7.788413935168803,18.585162250504485,-37.931807820717104,3.09,1.34,,,,74.4,2330.0,6.0,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.5,,,,,,,,28,2,Curveball,0,7,0,7,7,0,0,7,Standard,Standard,318.0,0.0,-0.032,,,,0.032,,-7,-7,0.032,0.032,34,26,35,26,2,1,6.0,1.0,6.0,2.0,4.75,-1.0,1.0,54.4
4397,CU,2021-06-06,73.7,1.83,6.41,"Miley, Wade",669242,489119,,ball,,,,,12.0,Tommy Edman strikes out swinging.,R,R,L,STL,CIN,B,,,0,0,2021,-1.16,-0.55,1.21,2.74,,,,1,3,Bot,,,,,,,0.7574055178786072,-107.44271072465452,0.7176221119501935,-9.175492094584248,17.742021763025,-36.7945691142544,3.06,1.25,,,,73.5,2483.0,5.9,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.59,,,,,,,,28,1,Curveball,0,7,0,7,7,0,0,7,Standard,Standard,322.0,0.0,0.026,,,,-0.026,,-7,-7,0.032,0.032,34,26,35,26,2,1,6.0,1.0,6.0,2.0,4.72,-1.16,1.16,56.9
4398,CH,2021-06-06,81.7,1.79,6.25,"Miley, Wade",607231,489119,strikeout,swinging_strike,,,,,14.0,John Gant strikes out swinging.,R,R,L,STL,CIN,S,2.0,,1,2,2021,1.16,0.75,0.62,1.36,,,,0,3,Bot,,,,,,,-4.840943184550442,-118.9210310693005,-5.938439584349637,11.928651544985753,20.28510141616441,-24.11487950451195,3.55,1.63,,,,81.7,1904.0,6.0,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.46,,0.0,0.0,1.0,0.0,0.0,,27,4,Changeup,0,7,0,7,7,0,0,7,Standard,Standard,138.0,-0.007,-0.174,,,,0.174,,-7,-7,0.039,0.039,34,28,35,29,1,0,6.0,5.0,6.0,11.0,2.63,1.16,-1.16,49.4
4399,CH,2021-06-06,81.1,1.74,6.38,"Miley, Wade",607231,489119,,swinging_strike,,,,,14.0,John Gant strikes out swinging.,R,R,L,STL,CIN,S,,,1,1,2021,1.42,0.68,1.1,1.55,,,,0,3,Bot,,,,,,,-4.131354793482684,-118.03984715228074,-5.514725057914621,14.109550113530569,20.17235817150932,-24.999414237794788,3.55,1.63,,,,81.0,1898.0,6.0,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.54,,,,,,,,27,3,Changeup,0,7,0,7,7,0,0,7,Standard,Standard,139.0,0.0,-0.057,,,,0.057,,-7,-7,0.039,0.039,34,28,35,29,1,0,6.0,5.0,6.0,11.0,2.75,1.42,-1.42,51.5
4400,FF,2021-06-06,89.1,1.43,6.49,"Miley, Wade",607231,489119,,ball,,,,,14.0,John Gant strikes out swinging.,R,R,L,STL,CIN,B,,,0,1,2021,0.3,1.59,0.04,0.96,,,,0,3,Bot,,,,,,,-4.019992081229187,-129.3583523025575,-10.83724167311324,4.151209896062443,25.689462722484247,-12.264968906178666,3.49,1.64,,,,88.7,2276.0,6.1,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.41,,,,,,,,27,2,4-Seam Fastball,0,7,0,7,7,0,0,7,Standard,Standard,165.0,0.0,0.027,,,,-0.027,,-7,-7,0.039,0.039,34,28,35,29,1,0,6.0,5.0,6.0,11.0,1.28,0.3,-0.3,58.0
4401,FF,2021-06-06,87.4,1.59,6.55,"Miley, Wade",607231,489119,,called_strike,,,,,12.0,John Gant strikes out swinging.,R,R,L,STL,CIN,S,,,0,0,2021,0.66,1.52,0.96,2.84,,,,0,3,Bot,,,,,,,-2.8646134317846004,-127.16729152320916,-5.918935574417629,7.743542987725794,25.000960312754327,-14.627746189335149,3.76,1.77,,,,87.1,2171.0,6.0,633808,571466,663886,663697,553993,502273,608385,673451,592206,54.51,,,,,,,,27,1,4-Seam Fastball,0,7,0,7,7,0,0,7,Standard,Standard,157.0,0.0,-0.038,,,,0.038,,-7,-7,0.039,0.039,34,28,35,29,1,0,6.0,5.0,6.0,11.0,1.45,0.66,-0.66,58.4
4402,FF,2021-06-06,91.0,1.41,6.5,"Miley, Wade",668800,489119,strikeout,called_strike,,,,,7.0,Andrew Knizner called out on strikes.,R,R,L,STL,CIN,S,2.0,,1,2,2021,0.29,1.34,-0.8,1.84,,,,2,2,Bot,,,,,,,-6.161189981482572,-132.19414782950983,-8.6430365168342,4.6715982298575724,27.48486844677484,-14.761496570481556,3.24,1.56,,,,90.8,2362.0,6.2,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.29,,0.0,0.0,1.0,0.0,0.0,,20,4,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,160.0,-0.005,-0.073,,,,0.073,,-5,-5,0.091,0.091,34,26,35,26,1,0,6.0,1.0,6.0,2.0,1.41,0.29,-0.29,59.6
4403,FF,2021-06-06,89.6,1.42,6.53,"Miley, Wade",668800,489119,,foul,,,,,4.0,Andrew Knizner called out on strikes.,R,R,L,STL,CIN,S,,,1,1,2021,0.1,1.28,-0.79,2.8,,,,2,2,Bot,,,,,,,-5.656386958491419,-130.33658805051152,-5.942059385143732,2.2917620498583893,25.162321147046388,-16.485812731604497,3.41,1.56,107.0,57.0,66.0,89.6,2067.0,6.1,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.4,,,,,,,,20,3,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shift,Standard,160.0,0.0,-0.027,,,,0.027,88.0,-5,-5,0.091,0.091,34,26,35,26,1,0,6.0,1.0,6.0,2.0,1.54,0.1,-0.1,59.0
4404,FC,2021-06-06,85.2,1.56,6.5,"Miley, Wade",668800,489119,,ball,,,,,11.0,Andrew Knizner called out on strikes.,R,R,L,STL,CIN,B,,,0,1,2021,-0.39,0.52,-1.24,2.89,,,,2,2,Bot,,,,,,,-5.757588167903543,-124.05107732548711,-3.311089279240018,-3.109332530826225,20.96809768039432,-26.321367130059933,3.28,1.56,,,,85.3,2306.0,6.0,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.53,,,,,,,,20,2,Cutter,0,5,0,5,5,0,0,5,Infield shift,Standard,193.0,0.0,0.014,,,,-0.014,,-5,-5,0.091,0.091,34,26,35,26,1,0,6.0,1.0,6.0,2.0,2.57,-0.39,0.39,55.5
4405,FC,2021-06-06,84.3,1.6,6.45,"Miley, Wade",668800,489119,,foul,,,,,4.0,Andrew Knizner called out on strikes.,R,R,L,STL,CIN,S,,,0,0,2021,-0.33,0.39,-0.59,2.29,,,,2,2,Bot,,,,,,,-4.433833917039207,-122.7650413101134,-4.123451208996419,-2.536073149131773,22.77223718014692,-27.616860197305343,3.41,1.56,2.0,60.8,-48.0,84.3,2245.0,6.1,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.42,,,,,,,,20,1,Cutter,0,5,0,5,5,0,0,5,Infield shift,Standard,182.0,0.0,-0.018,,,,0.018,88.0,-5,-5,0.091,0.091,34,26,35,26,1,0,6.0,1.0,6.0,2.0,2.79,-0.33,0.33,56.3
4406,FC,2021-06-06,86.1,1.48,6.52,"Miley, Wade",602922,489119,field_out,hit_into_play,,,,,11.0,"Jose Rondon grounds out softly, pitcher Wade Miley to first baseman Tyler Stephenson.",R,R,L,STL,CIN,X,1.0,ground_ball,1,1,2021,-0.47,0.6,-0.91,3.18,,,,1,2,Bot,129.67,178.12,,,,,-4.69859571081145,-125.37791346900497,-2.959660971784124,-4.096105896711718,23.62807636368856,-25.47157702044508,3.41,1.56,6.0,45.2,-28.0,86.3,2232.0,6.2,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.26,0.214,0.211,0.0,1.0,0.0,0.0,1.0,19,3,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,197.0,-0.009,-0.157,,,0.241,0.157,88.0,-5,-5,0.1,0.1,34,27,35,27,1,0,6.0,2.0,6.0,2.0,2.46,-0.47,0.47,59.0
4407,FF,2021-06-06,89.1,1.5,6.52,"Miley, Wade",602922,489119,,ball,,,,,13.0,"Jose Rondon grounds out softly, pitcher Wade Miley to first baseman Tyler Stephenson.",R,R,L,STL,CIN,B,,,0,1,2021,0.22,1.38,-0.97,1.85,,,,1,2,Bot,,,,,,,-6.522863728009575,-129.51649738813458,-8.363781055271012,3.7042552706742713,24.62412295241184,-15.05131770407224,3.39,1.56,,,,89.3,2227.0,6.2,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.25,,,,,,,,19,2,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,161.0,0.0,0.021,,,,-0.021,,-5,-5,0.1,0.1,34,27,35,27,1,0,6.0,2.0,6.0,2.0,1.47,0.22,-0.22,60.5
4408,FC,2021-06-06,84.6,1.64,6.53,"Miley, Wade",602922,489119,,called_strike,,,,,1.0,"Jose Rondon grounds out softly, pitcher Wade Miley to first baseman Tyler Stephenson.",R,R,L,STL,CIN,S,,,0,0,2021,-0.43,0.69,-0.82,3.23,,,,1,2,Bot,,,,,,,-4.8478267648288815,-123.2614900685814,-2.76366263814774,-3.525325745150132,23.27927950286765,-24.750876086068896,3.47,1.69,,,,84.5,2210.0,6.0,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.47,,,,,,,,19,1,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,180.0,0.0,-0.027,,,,0.027,,-5,-5,0.1,0.1,34,27,35,27,1,0,6.0,2.0,6.0,2.0,2.47,-0.43,0.43,55.3
4409,FC,2021-06-06,83.1,1.88,6.37,"Miley, Wade",624641,489119,strikeout,called_strike,,,,,12.0,Edmundo Sosa called out on strikes.,R,R,L,STL,CIN,S,2.0,,1,2,2021,-0.53,0.5,1.3,2.6,,,,0,2,Bot,,,,,,,-0.3114059237198908,-121.07575279456154,-3.2159037163923694,-5.15804346212432,22.09075030149793,-26.825295444717444,3.49,1.61,,,,83.2,2258.0,6.1,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.36,,0.0,0.0,1.0,0.0,0.0,,18,4,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,202.0,-0.014,-0.174,,,,0.174,,-5,-5,0.114,0.114,34,25,35,25,1,0,6.0,1.0,6.0,2.0,2.77,-0.53,0.53,52.4
4410,CH,2021-06-06,81.6,2.17,6.2,"Miley, Wade",624641,489119,,ball,,,,,14.0,Edmundo Sosa called out on strikes.,R,R,L,STL,CIN,B,,,0,2,2021,1.35,0.6,1.49,0.93,,,,0,2,Bot,,,,,,,-4.0892663453137,-118.65511348143944,-6.422170856934176,13.515666934720471,21.303011340328567,-25.50386926849364,3.48,1.62,,,,81.4,1904.0,6.1,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.45,,,,,,,,18,3,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,136.0,0.0,0.022,,,,-0.022,,-5,-5,0.114,0.114,34,25,35,25,1,0,6.0,1.0,6.0,2.0,2.81,1.35,-1.35,49.4
4411,CH,2021-06-06,81.7,1.92,6.32,"Miley, Wade",624641,489119,,swinging_strike,,,,,14.0,Edmundo Sosa called out on strikes.,R,R,L,STL,CIN,S,,,0,1,2021,1.14,0.66,0.88,1.21,,,,0,2,Bot,,,,,,,-4.516250727772161,-118.811874271728,-6.220701775448447,11.641047930483683,20.920668728782346,-24.95703338080165,3.37,1.53,,,,81.7,2164.0,6.1,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.38,,,,,,,,18,2,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,153.0,0.0,-0.052,,,,0.052,,-5,-5,0.114,0.114,34,25,35,25,1,0,6.0,1.0,6.0,2.0,2.74,1.14,-1.14,50.8
4412,FC,2021-06-06,83.4,1.54,6.53,"Miley, Wade",624641,489119,,called_strike,,,,,7.0,Edmundo Sosa called out on strikes.,R,R,L,STL,CIN,S,,,0,0,2021,-0.3,0.56,-0.33,1.87,,,,0,2,Bot,,,,,,,-3.686093554342843,-121.44724544539392,-5.3898920326743545,-2.308715287188764,22.742154898744168,-25.788947807941728,3.59,1.68,,,,83.3,2242.0,6.1,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.42,,,,,,,,18,1,Cutter,0,5,0,5,5,0,0,5,Standard,Standard,185.0,0.0,-0.038,,,,0.038,,-5,-5,0.114,0.114,34,25,35,25,1,0,6.0,1.0,6.0,2.0,2.7,-0.3,0.3,59.0
4413,FF,2021-06-06,89.7,1.54,6.53,"Miley, Wade",641933,489119,force_out,hit_into_play,,,,,4.0,"Tyler O'Neill grounds into a force out, third baseman Eugenio Suarez to second baseman Jonathan India.   Nolan Arenado out at 2nd.",R,R,L,STL,CIN,X,5.0,ground_ball,0,0,2021,0.26,1.36,-0.68,2.74,502671.0,,571448.0,2,1,Bot,109.86,162.08,,,,,-6.034020919199542,-130.46431297012737,-6.270469555800783,4.198446543395277,26.052166336228247,-15.49223110547691,3.32,1.51,91.0,90.0,6.0,89.6,2248.0,6.1,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.35,0.503,0.486,0.0,1.0,0.0,0.0,4.0,11,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shift,Standard,153.0,-0.048,-0.478,,,0.599,0.478,90.0,-2,-2,0.342,0.342,34,26,35,26,1,0,6.0,1.0,6.0,2.0,1.46,0.26,-0.26,59.2
4414,FF,2021-06-06,90.5,1.44,6.54,"Miley, Wade",571448,489119,single,hit_into_play,,,,,4.0,Nolan Arenado singles on a line drive to center fielder Tyler Naquin.   Paul Goldschmidt to 3rd.,R,R,L,STL,CIN,X,8.0,line_drive,2,1,2021,0.19,1.42,-0.41,2.34,,,502671.0,2,1,Bot,146.62,78.82,,,,,-5.019140487754958,-131.6360061398808,-7.593120864732222,3.1947739141829707,24.958777671152458,-14.294846395114396,3.47,1.59,275.0,83.4,22.0,90.8,2310.0,6.3,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.25,0.526,0.516,0.9,1.0,1.0,0.0,4.0,10,4,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,158.0,0.025,0.248,,,0.66,-0.248,88.0,-2,-2,0.317,0.317,34,30,35,30,1,0,6.0,1.0,6.0,2.0,1.34,0.19,-0.19,60.6
4415,FF,2021-06-06,90.0,1.42,6.55,"Miley, Wade",571448,489119,,ball,,,,,13.0,Nolan Arenado singles on a line drive to center fielder Tyler Naquin.   Paul Goldschmidt to 3rd.,R,R,L,STL,CIN,B,,,1,1,2021,0.22,1.44,-1.02,1.73,,,502671.0,2,1,Bot,,,,,,,-6.510916200571087,-130.76228994088473,-9.034222310268964,3.85100553007954,25.53861609486613,-13.965893347535168,3.4,1.59,,,,90.1,2257.0,6.3,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.21,,,,,,,,10,3,4-Seam Fastball,0,2,0,2,2,0,0,2,Infield shade,Standard,162.0,0.0,0.04,,,,-0.04,,-2,-2,0.317,0.317,34,30,35,30,1,0,6.0,1.0,6.0,2.0,1.37,0.22,-0.22,59.6
4416,FF,2021-06-06,88.9,1.37,6.56,"Miley, Wade",571448,489119,,foul,,,,,11.0,Nolan Arenado singles on a line drive to center fielder Tyler Naquin.   Paul Goldschmidt to 3rd.,R,R,L,STL,CIN,S,,,1,0,2021,0.1,1.38,-1.06,3.01,,,502671.0,2,1,Bot,,,,,,,-6.146149448382412,-129.2251406177163,-5.528923766464038,2.358826385667324,26.81190454161978,-15.71569714168766,3.47,1.59,24.0,98.6,-6.0,88.7,2273.0,6.2,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.27,,,,,,,,10,2,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,161.0,0.0,-0.048,,,,0.048,98.6,-2,-2,0.317,0.317,34,30,35,30,1,0,6.0,1.0,6.0,2.0,1.51,0.1,-0.1,59.0
4417,FC,2021-06-06,85.2,1.5,6.55,"Miley, Wade",571448,489119,,ball,,,,,11.0,Nolan Arenado singles on a line drive to center fielder Tyler Naquin.   Paul Goldschmidt to 3rd.,R,R,L,STL,CIN,B,,,0,0,2021,-0.49,0.49,-0.79,3.83,,,502671.0,2,1,Bot,,,,,,,-4.39476535037496,-124.18587823138547,-1.1423649994670897,-4.287039124558392,22.963036312576776,-27.018926657275973,3.3,1.59,,,,85.3,2248.0,6.1,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.42,,,,,,,,10,1,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,202.0,0.0,0.036,,,,-0.036,,-2,-2,0.317,0.317,34,30,35,30,1,0,6.0,1.0,6.0,2.0,2.62,-0.49,0.49,60.5
4418,FF,2021-06-06,90.9,1.55,6.42,"Miley, Wade",502671,489119,single,hit_into_play,,,,,8.0,Paul Goldschmidt singles on a sharp ground ball to shortstop Mike Freeman.,R,R,L,STL,CIN,X,6.0,ground_ball,3,2,2021,0.48,1.34,-0.05,1.81,,,,2,1,Bot,108.34,146.83,,,,,-5.044419228752183,-132.13713451148212,-8.573919816994177,6.633352655974789,25.567417692037093,-14.899095877924012,3.49,1.6,21.0,102.9,-4.0,91.5,2267.0,6.5,633808,571466,663886,663697,553993,502273,608385,571980,592206,53.99,0.357,0.323,0.9,1.0,1.0,0.0,2.0,9,6,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,158.0,0.013,0.091,,,0.375,-0.091,102.9,-2,-2,0.304,0.304,34,33,35,34,1,0,6.0,1.0,6.0,2.0,1.41,0.48,-0.48,59.3
4419,FF,2021-06-06,91.0,1.24,6.44,"Miley, Wade",502671,489119,,ball,,,,,13.0,Paul Goldschmidt singles on a sharp ground ball to shortstop Mike Freeman.,R,R,L,STL,CIN,B,,,2,2,2021,0.52,1.39,-0.5,0.94,,,,2,1,Bot,,,,,,,-5.501598629138216,-132.1694854013017,-10.91257737669562,7.265365655887452,25.86170491058,-13.749272943843057,3.42,1.6,,,,91.3,2351.0,6.4,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.1,,,,,,,,9,5,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,159.0,0.0,0.043,,,,-0.043,,-2,-2,0.304,0.304,34,33,35,34,1,0,6.0,1.0,6.0,2.0,1.35,0.52,-0.52,58.8
4420,FF,2021-06-06,90.4,1.35,6.49,"Miley, Wade",502671,489119,,called_strike,,,,,13.0,Paul Goldschmidt singles on a sharp ground ball to shortstop Mike Freeman.,R,R,L,STL,CIN,S,,,2,1,2021,0.21,1.46,-0.86,1.88,,,,2,1,Bot,,,,,,,-5.953848083533555,-131.44774957011677,-8.697179255529733,3.630077044335996,25.43225011880569,-13.580102707888967,3.42,1.6,,,,90.7,2346.0,6.3,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.2,,,,,,,,9,4,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,161.0,0.0,-0.028,,,,0.028,,-2,-2,0.304,0.304,34,33,35,34,1,0,6.0,1.0,6.0,2.0,1.31,0.21,-0.21,58.4
4421,FC,2021-06-06,86.0,1.54,6.52,"Miley, Wade",502671,489119,,ball,,,,,13.0,Paul Goldschmidt singles on a sharp ground ball to shortstop Mike Freeman.,R,R,L,STL,CIN,B,,,1,1,2021,-0.41,0.46,-2.29,2.42,,,,2,1,Bot,,,,,,,-8.198556978070968,-125.0200802414592,-4.386889088931706,-2.754583596059973,24.324948218899824,-26.69440057421081,3.41,1.6,,,,85.8,2361.0,6.1,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.39,,,,,,,,9,3,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,182.0,0.0,0.02,,,,-0.02,,-2,-2,0.304,0.304,34,33,35,34,1,0,6.0,1.0,6.0,2.0,2.62,-0.41,0.41,57.1
4422,FC,2021-06-06,85.6,1.44,6.44,"Miley, Wade",502671,489119,,ball,,,,,13.0,Paul Goldschmidt singles on a sharp ground ball to shortstop Mike Freeman.,R,R,L,STL,CIN,B,,,0,1,2021,-0.37,0.56,-1.78,1.02,,,,2,1,Bot,,,,,,,-6.853110134306412,-124.40938853095032,-7.674562342866626,-2.553951221925767,23.09193543836277,-25.06932958936464,3.43,1.6,,,,85.8,2341.0,6.3,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.21,,,,,,,,9,2,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,187.0,0.0,0.014,,,,-0.014,,-2,-2,0.304,0.304,34,33,35,34,1,0,6.0,1.0,6.0,2.0,2.54,-0.37,0.37,59.1
4423,CU,2021-06-06,76.2,1.63,6.47,"Miley, Wade",502671,489119,,called_strike,,,,,9.0,Paul Goldschmidt singles on a sharp ground ball to shortstop Mike Freeman.,R,R,L,STL,CIN,S,,,0,0,2021,-0.59,-0.26,0.7,1.88,,,,2,1,Bot,,,,,,,-0.8860667938515796,-111.02542850328156,-2.134326873493876,-4.75447540412845,19.6348716224222,-34.19862152856668,3.4,1.6,,,,76.1,2362.0,6.2,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.35,,,,,,,,9,1,Curveball,0,2,0,2,2,0,0,2,Standard,Standard,314.0,0.0,-0.018,,,,0.018,,-2,-2,0.304,0.304,34,33,35,34,1,0,6.0,1.0,6.0,2.0,4.18,-0.59,0.59,60.5
