,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
4424,FF,2021-06-06,91.0,1.19,6.57,"Miley, Wade",666185,489119,strikeout,swinging_strike,,,,,4.0,Dylan Carlson strikes out swinging.,R,R,L,STL,CIN,S,2.0,,1,2,2021,0.43,1.47,-0.51,2.48,,,,1,1,Bot,,,,,,,-5.1758522677757455,-132.34086794857603,-7.509417837659808,6.096095655997634,26.23216141614364,-13.54600853468579,3.47,1.59,,,,91.0,2282.0,6.2,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.31,,0.0,0.0,1.0,0.0,0.0,,8,4,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,161.0,-0.016,-0.114,,,,0.114,,-2,-2,0.32,0.32,34,22,35,23,1,0,6.0,1.0,6.0,2.0,1.27,0.43,-0.43,60.1
4425,FC,2021-06-06,86.7,1.61,6.55,"Miley, Wade",666185,489119,,foul,,,,,13.0,Dylan Carlson strikes out swinging.,R,R,L,STL,CIN,S,,,1,1,2021,-0.26,0.64,-0.84,1.78,,,,1,1,Bot,,,,,,,-5.291746896789626,-126.23565110958788,-6.550939994446642,-1.880127462909726,22.892332449344597,-24.256539000294435,3.47,1.59,15.0,96.0,-6.0,86.7,2204.0,6.0,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.5,,,,,,,,8,3,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,172.0,0.0,-0.043,,,,0.043,96.0,-2,-2,0.32,0.32,34,22,35,23,1,0,6.0,1.0,6.0,2.0,2.36,-0.26,0.26,57.7
4426,FC,2021-06-06,84.5,1.53,6.45,"Miley, Wade",666185,489119,,ball,,,,,13.0,Dylan Carlson strikes out swinging.,R,R,L,STL,CIN,B,,,0,1,2021,-0.3,0.55,-0.63,1.09,,,,1,1,Bot,,,,,,,-4.427668855089881,-122.97990983093077,-7.268958288710486,-2.2519753946247323,21.937646797873,-25.44046229086388,3.52,1.59,,,,84.8,2255.0,6.2,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.26,,,,,,,,8,2,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,183.0,0.0,0.021,,,,-0.021,,-2,-2,0.32,0.32,34,22,35,23,1,0,6.0,1.0,6.0,2.0,2.62,-0.3,0.3,58.2
4427,FF,2021-06-06,90.8,1.46,6.54,"Miley, Wade",666185,489119,,called_strike,,,,,7.0,Dylan Carlson strikes out swinging.,R,R,L,STL,CIN,S,,,0,0,2021,0.19,1.61,-0.43,1.54,,,,1,1,Bot,,,,,,,-5.127593168106393,-131.7924706782065,-9.985413986155212,3.346078272816072,28.104373686700573,-11.507278560354347,3.49,1.64,,,,90.5,2242.0,6.2,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.25,,,,,,,,8,1,4-Seam Fastball,0,2,0,2,2,0,0,2,Standard,Standard,156.0,0.0,-0.027,,,,0.027,,-2,-2,0.32,0.32,34,22,35,23,1,0,6.0,1.0,6.0,2.0,1.17,0.19,-0.19,58.3
4428,CH,2021-06-06,83.0,1.94,6.24,"Miley, Wade",669242,489119,strikeout,swinging_strike,,,,,14.0,Tommy Edman strikes out swinging.,R,R,L,STL,CIN,S,2.0,,1,2,2021,1.21,0.7,1.32,1.29,,,,0,1,Bot,,,,,,,-3.7651848910625154,-120.67714908288336,-6.197426946680599,12.50759835103658,23.678075219063864,-24.32586580855015,3.3,1.5,,,,82.7,1865.0,6.1,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.35,,0.0,0.0,1.0,0.0,0.0,,7,4,Changeup,0,2,0,2,2,0,0,2,Standard,Standard,134.0,-0.022,-0.174,,,,0.174,,-2,-2,0.342,0.342,34,26,35,26,1,0,6.0,1.0,6.0,2.0,2.62,1.21,-1.21,49.5
4429,CH,2021-06-06,82.3,1.87,6.26,"Miley, Wade",669242,489119,,ball,,,,,14.0,Tommy Edman strikes out swinging.,R,R,L,STL,CIN,B,,,0,2,2021,1.28,0.69,1.81,0.49,,,,0,1,Bot,,,,,,,-2.6188649169469262,-119.63686598768368,-7.910139906028123,12.861566142682644,21.78175980727724,-24.235500138869146,3.05,1.36,,,,82.2,1809.0,6.1,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.38,,,,,,,,7,3,Changeup,0,2,0,2,2,0,0,2,Standard,Standard,133.0,0.0,0.022,,,,-0.022,,-2,-2,0.342,0.342,34,26,35,26,1,0,6.0,1.0,6.0,2.0,2.66,1.28,-1.28,48.9
4430,CH,2021-06-06,80.7,1.86,6.39,"Miley, Wade",669242,489119,,foul,,,,,6.0,Tommy Edman strikes out swinging.,R,R,L,STL,CIN,S,,,0,1,2021,0.85,1.04,0.47,2.51,,,,0,1,Bot,,,,,,,-4.697388854867706,-117.45017278270645,-3.915550158760741,8.798628307063924,22.54613706070105,-22.050168377165548,3.3,1.5,2.0,69.1,-54.0,80.2,1392.0,6.0,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.5,,,,,,,,7,2,Changeup,0,2,0,2,2,0,0,2,Standard,Standard,139.0,0.0,-0.052,,,,0.052,88.0,-2,-2,0.342,0.342,34,26,35,26,1,0,6.0,1.0,6.0,2.0,2.47,0.85,-0.85,53.6
4431,FC,2021-06-06,84.6,1.45,6.61,"Miley, Wade",669242,489119,,called_strike,,,,,4.0,Tommy Edman strikes out swinging.,R,R,L,STL,CIN,S,,,0,0,2021,-0.35,0.53,-0.62,2.51,,,,0,1,Bot,,,,,,,-4.110371135778271,-123.14373236153948,-4.238220564352247,-2.736586587258322,24.452913386495972,-26.171375784031145,3.14,1.43,,,,84.0,2275.0,5.9,633808,571466,663886,663697,553993,502273,608385,571980,592206,54.6,,,,,,,,7,1,Cutter,0,2,0,2,2,0,0,2,Standard,Standard,178.0,0.0,-0.038,,,,0.038,,-2,-2,0.342,0.342,34,26,35,26,1,0,6.0,1.0,6.0,2.0,2.66,-0.35,0.35,59.0
4432,FC,2021-05-31,83.7,2.11,6.31,"Miley, Wade",591720,489119,field_out,hit_into_play,,,,,14.0,"Ronald Torreyes grounds out, pitcher Wade Miley to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,X,1.0,ground_ball,2,2,2021,-0.48,0.45,1.34,1.28,,,,2,6,Top,126.57,175.91,,,,,-0.8412204516469153,-121.9483505709362,-6.103569620041658,-4.681203959381822,21.796479962369848,-26.79257748636542,3.26,1.48,6.0,80.1,-12.0,83.4,2230.0,5.8,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.68,0.083,0.094,0.0,1.0,0.0,0.0,2.0,52,5,Cutter,8,1,1,8,1,8,1,8,Standard,Standard,175.0,0.001,-0.091,,,0.083,0.091,88.0,7,-7,0.993,0.007,34,28,35,29,3,2,12.0,1.0,6.0,1.0,2.78,-0.48,0.48,51.6
4433,FC,2021-05-31,87.4,1.41,6.43,"Miley, Wade",591720,489119,,swinging_strike,,,,,13.0,"Ronald Torreyes grounds out, pitcher Wade Miley to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,S,,,2,1,2021,-0.24,0.76,-0.64,0.29,,,,2,6,Top,,,,,,,-4.437748570746628,-126.91590333015412,-10.156804142073968,-1.692455960375336,25.364357179740253,-22.11401287408866,3.26,1.48,,,,87.1,2159.0,6.1,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.36,,,,,,,,52,4,Cutter,8,1,1,8,1,8,1,8,Standard,Standard,163.0,0.0,-0.028,,,,0.028,,7,-7,0.993,0.007,34,28,35,29,3,2,12.0,1.0,6.0,1.0,2.23,-0.24,0.24,55.8
4434,CH,2021-05-31,81.1,1.8,6.22,"Miley, Wade",591720,489119,,ball,,,,,14.0,"Ronald Torreyes grounds out, pitcher Wade Miley to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,B,,,1,1,2021,1.45,0.52,0.63,0.51,,,,2,6,Top,,,,,,,-5.36828254326136,-117.81138967492478,-7.076162074104183,14.48652979079467,22.88074984198895,-26.17554471434268,2.81,1.26,,,,80.7,1903.0,6.2,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.35,,,,,,,,52,3,Changeup,8,1,1,8,1,8,1,8,Standard,Standard,128.0,0.0,0.02,,,,-0.02,,7,-7,0.993,0.007,34,28,35,29,3,2,12.0,1.0,6.0,1.0,2.97,1.45,-1.45,50.8
4435,FF,2021-05-31,90.4,1.43,6.47,"Miley, Wade",591720,489119,,ball,,,,,7.0,"Ronald Torreyes grounds out, pitcher Wade Miley to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,B,,,0,1,2021,0.58,1.75,-0.57,1.13,,,,2,6,Top,,,,,,,-6.206670659320366,-131.1570693515509,-11.020267619020313,7.980753440989983,27.46146376254454,-9.83628901890664,2.86,1.2,,,,90.2,2203.0,6.3,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.22,,,,,,,,52,2,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,156.0,0.0,0.014,,,,-0.014,,7,-7,0.993,0.007,34,28,35,29,3,2,12.0,1.0,6.0,1.0,1.06,0.58,-0.58,54.9
4436,FF,2021-05-31,90.0,1.48,6.47,"Miley, Wade",591720,489119,,called_strike,,,,,4.0,"Ronald Torreyes grounds out, pitcher Wade Miley to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,S,,,0,0,2021,0.44,1.71,-0.53,2.1,,,,2,6,Top,,,,,,,-5.892807742432097,-130.77355663004317,-8.453086032724128,6.296543532705231,27.767769529618462,-10.966882472476051,2.89,1.23,,,,89.7,2311.0,6.2,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.29,,,,,,,,52,1,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,156.0,0.0,-0.018,,,,0.018,,7,-7,0.993,0.007,34,28,35,29,3,2,12.0,1.0,6.0,1.0,1.12,0.44,-0.44,53.6
4437,FF,2021-05-31,90.0,1.52,6.5,"Miley, Wade",664761,489119,field_out,hit_into_play,,,,,5.0,Alec Bohm lines out to right fielder Nick Castellanos.,R,R,L,CIN,PHI,X,9.0,line_drive,0,0,2021,0.29,1.41,0.04,2.91,,,,1,6,Top,206.23,99.14,,,,,-4.264926995164736,-131.01514088410403,-5.949204218826606,4.149203564267116,26.110170709291182,-14.818729165381574,3.58,1.68,317.0,97.8,22.0,89.8,2256.0,6.0,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.47,0.374,0.499,0.0,1.0,0.0,0.0,5.0,51,1,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,155.0,0.002,-0.163,,,0.834,0.163,97.8,7,-7,0.991,0.009,34,24,35,25,3,2,12.0,1.0,6.0,1.0,1.38,0.29,-0.29,54.0
4438,FF,2021-05-31,89.1,1.49,6.47,"Miley, Wade",457705,489119,strikeout,called_strike,,,,,8.0,Andrew McCutchen called out on strikes.,R,R,L,CIN,PHI,S,2.0,,1,2,2021,0.4,1.47,-0.02,1.6,,,,0,6,Top,,,,,,,-4.533433770336466,-129.5562555984726,-8.99651973337752,5.432127618188333,24.86489994018204,-13.97325638236812,3.33,1.59,,,,89.0,2122.0,6.1,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.45,,0.0,0.0,1.0,0.0,0.0,,50,4,4-Seam Fastball,8,1,1,8,1,8,1,8,Standard,Standard,156.0,0.003,-0.174,,,,0.174,,7,-7,0.988,0.012,34,34,35,35,3,2,12.0,1.0,6.0,1.0,1.39,0.4,-0.4,56.0
4439,FC,2021-05-31,84.7,1.35,6.57,"Miley, Wade",457705,489119,,foul,,,,,1.0,Andrew McCutchen called out on strikes.,R,R,L,CIN,PHI,S,,,1,1,2021,-0.5,0.51,-0.79,2.82,,,,0,6,Top,,,,,,,-3.9757921050775296,-123.3594160718042,-3.487172510438854,-4.411664306424862,22.47535665700417,-26.527322080609423,3.32,1.51,5.0,58.9,-31.0,84.7,2254.0,6.0,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.45,,,,,,,,50,3,Cutter,8,1,1,8,1,8,1,8,Infield shade,Standard,212.0,0.0,-0.057,,,,0.057,88.0,7,-7,0.988,0.012,34,34,35,35,3,2,12.0,1.0,6.0,1.0,2.64,-0.5,0.5,55.6
4440,CU,2021-05-31,76.7,1.92,6.41,"Miley, Wade",457705,489119,,called_strike,,,,,5.0,Andrew McCutchen called out on strikes.,R,R,L,CIN,PHI,S,,,1,0,2021,-1.06,-0.14,-0.09,2.13,,,,0,6,Top,,,,,,,-2.312785668431132,-111.7351142425017,-1.834694416871644,-8.546434637216226,18.8107889200499,-33.24489241762021,3.27,1.5,,,,76.4,2349.0,5.9,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.61,,,,,,,,50,2,Curveball,8,1,1,8,1,8,1,8,Infield shade,Standard,303.0,0.0,-0.049,,,,0.049,,7,-7,0.988,0.012,34,34,35,35,3,2,12.0,1.0,6.0,1.0,3.99,-1.06,1.06,52.4
4441,CU,2021-05-31,74.5,1.7,6.41,"Miley, Wade",457705,489119,,ball,,,,,13.0,Andrew McCutchen called out on strikes.,R,R,L,CIN,PHI,B,,,0,0,2021,-0.99,-0.45,-0.63,0.92,,,,0,6,Top,,,,,,,-3.0278936243418064,-108.54714398781796,-3.311051786433997,-7.3219900923074865,18.75090691584706,-35.37108093094938,3.36,1.6,,,,74.4,2347.0,6.1,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.4,,,,,,,,50,1,Curveball,8,1,1,8,1,8,1,8,Infield shade,Standard,312.0,0.0,0.038,,,,-0.038,,7,-7,0.988,0.012,34,34,35,35,3,2,12.0,1.0,6.0,1.0,4.54,-0.99,0.99,54.0
4442,FF,2021-05-31,90.6,1.48,6.59,"Miley, Wade",543543,489119,field_out,hit_into_play,,,,,5.0,Brad Miller pops out to second baseman Max Schrock.,R,L,L,CIN,PHI,X,4.0,popup,1,2,2021,0.32,1.31,0.08,2.44,,592663.0,,2,5,Top,135.54,164.81,,,,,-4.1406335076625576,-131.81595041815882,-7.251285171344292,4.517709824582997,25.22051254932797,-15.520729467328714,3.47,1.59,95.0,89.0,67.0,90.5,2265.0,6.0,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.52,0.009,0.01,0.0,1.0,0.0,0.0,3.0,43,4,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,165.0,0.012,-0.214,,,0.011,0.214,89.0,5,-5,0.953,0.047,34,31,35,32,3,2,12.0,1.0,6.0,1.0,1.44,0.32,0.32,55.6
4443,SL,2021-05-31,81.9,1.91,6.24,"Miley, Wade",543543,489119,,ball,,,,,13.0,Brad Miller pops out to second baseman Max Schrock.,R,L,L,CIN,PHI,B,,,0,2,2021,-0.43,0.59,-0.4,1.09,,592663.0,,2,5,Top,,,,,,,-4.348292478119542,-119.16366477688344,-6.221934540545503,-3.350536641944565,21.17795666191362,-25.5894886667186,3.28,1.57,,,,81.6,2247.0,5.9,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.58,,,,,,,,43,3,Slider,6,1,1,6,1,6,1,6,Standard,Standard,226.0,0.0,0.027,,,,-0.027,,5,-5,0.953,0.047,34,31,35,32,3,2,12.0,1.0,6.0,1.0,2.79,-0.43,-0.43,46.1
4444,FC,2021-05-31,86.2,1.36,6.54,"Miley, Wade",543543,489119,,foul,,,,,7.0,Brad Miller pops out to second baseman Max Schrock.,R,L,L,CIN,PHI,S,,,0,1,2021,-0.45,0.61,-0.58,1.65,,592663.0,,2,5,Top,,,,,,,-3.677159602680732,-125.50916523146272,-6.695926698329295,-4.183563226051597,22.18881768629292,-24.706958337585977,3.47,1.59,140.0,69.9,22.0,86.4,2378.0,6.1,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.38,,,,,,,,43,2,Cutter,6,1,1,6,1,6,1,6,Standard,Standard,192.0,0.0,-0.086,,,,0.086,88.0,5,-5,0.953,0.047,34,31,35,32,3,2,12.0,1.0,6.0,1.0,2.43,-0.45,-0.45,55.3
4445,FC,2021-05-31,85.7,1.47,6.51,"Miley, Wade",543543,489119,,called_strike,,,,,8.0,Brad Miller pops out to second baseman Max Schrock.,R,L,L,CIN,PHI,S,,,0,0,2021,-0.54,0.55,-0.22,1.79,,592663.0,,2,5,Top,,,,,,,-2.891734903948693,-124.75444001600766,-6.045784681781916,-5.173209173118464,22.207475897787265,-25.48179343231308,3.34,1.59,,,,85.8,2107.0,6.0,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.45,,,,,,,,43,1,Cutter,6,1,1,6,1,6,1,6,Standard,Standard,187.0,0.0,-0.045,,,,0.045,,5,-5,0.953,0.047,34,31,35,32,3,2,12.0,1.0,6.0,1.0,2.52,-0.54,-0.54,53.8
4446,CH,2021-05-31,82.6,2.01,6.23,"Miley, Wade",592663,489119,double,hit_into_play,,,,,14.0,J.T. Realmuto doubles (8) on a line drive to right fielder Nick Castellanos.,R,R,L,CIN,PHI,X,9.0,line_drive,1,0,2021,1.11,0.53,0.94,1.98,,,,2,5,Top,199.44,129.08,,,,,-4.586805484808949,-120.25821997461875,-4.267844852179827,11.700555517401984,20.640154682582597,-26.420451733929035,3.41,1.56,251.0,81.5,22.0,82.7,1891.0,6.1,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.41,0.663,0.597,1.25,1.0,1.0,1.0,4.0,42,2,Changeup,6,1,1,6,1,6,1,6,Standard,Standard,135.0,-0.008,0.202,,,0.719,-0.202,88.0,5,-5,0.961,0.039,34,30,35,30,3,2,12.0,1.0,6.0,1.0,2.78,1.11,-1.11,46.7
4447,FC,2021-05-31,83.4,1.9,6.42,"Miley, Wade",592663,489119,,ball,,,,,14.0,J.T. Realmuto doubles (8) on a line drive to right fielder Nick Castellanos.,R,R,L,CIN,PHI,B,,,0,0,2021,-0.63,0.52,1.4,1.82,,,,2,5,Top,,,,,,,0.070670499821471,-121.59131754476856,-5.2401812322903005,-6.361948482233559,20.606520215621774,-26.25849425827227,3.68,1.77,,,,83.6,2269.0,6.0,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.49,,,,,,,,42,1,Cutter,6,1,1,6,1,6,1,6,Standard,Standard,184.0,0.0,0.016,,,,-0.016,,5,-5,0.961,0.039,34,30,35,30,3,2,12.0,1.0,6.0,1.0,2.71,-0.63,0.63,50.3
4448,CU,2021-05-31,75.3,1.73,6.39,"Miley, Wade",656555,489119,strikeout,swinging_strike_blocked,,,,,13.0,"Rhys Hoskins strikes out swinging, catcher Tucker Barnhart to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,S,2.0,,1,2,2021,-1.45,-0.52,-0.3,0.95,,,,1,5,Top,,,,,,,-1.629443510462068,-109.5653710929292,-3.0927586279629127,-11.180585187297073,22.735806698485145,-35.90754629653288,3.55,1.63,,,,74.4,2407.0,6.0,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.45,,0.0,0.0,1.0,0.0,0.0,,41,5,Curveball,6,1,1,6,1,6,1,6,Standard,Standard,310.0,0.007,-0.114,,,,0.114,,5,-5,0.954,0.046,34,28,35,28,3,2,12.0,1.0,6.0,1.0,4.6,-1.45,1.45,54.4
4449,CU,2021-05-31,75.7,1.83,6.37,"Miley, Wade",656555,489119,,foul,,,,,5.0,"Rhys Hoskins strikes out swinging, catcher Tucker Barnhart to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,S,,,1,2,2021,-1.29,-0.46,0.16,2.42,,,,1,5,Top,,,,,,,-1.186317732834562,-110.16568971309404,-0.221741123282803,-10.108936594688071,22.5375930521142,-36.11116852508618,3.55,1.63,6.0,62.2,-20.0,74.7,2473.0,5.9,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.59,,,,,,,,41,4,Curveball,6,1,1,6,1,6,1,6,Standard,Standard,305.0,0.0,0.0,,,,0.0,88.0,5,-5,0.954,0.046,34,28,35,28,3,2,12.0,1.0,6.0,1.0,4.49,-1.29,1.29,51.3
4450,FF,2021-05-31,90.5,1.55,6.47,"Miley, Wade",656555,489119,,called_strike,,,,,11.0,"Rhys Hoskins strikes out swinging, catcher Tucker Barnhart to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,S,,,1,1,2021,0.31,1.39,-0.89,2.78,,,,1,5,Top,,,,,,,-6.723427421756045,-131.5628838124092,-6.164120373970242,5.123193969070974,29.03882299659886,-14.86994053310327,3.56,1.71,,,,89.8,2237.0,6.0,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.52,,,,,,,,41,3,4-Seam Fastball,6,1,1,6,1,6,1,6,Infield shade,Standard,156.0,0.0,-0.043,,,,0.043,,5,-5,0.954,0.046,34,28,35,28,3,2,12.0,1.0,6.0,1.0,1.4,0.31,-0.31,51.9
4451,CH,2021-05-31,82.1,1.99,6.24,"Miley, Wade",656555,489119,,foul,,,,,14.0,"Rhys Hoskins strikes out swinging, catcher Tucker Barnhart to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,S,,,1,0,2021,1.25,0.74,1.06,1.89,,,,1,5,Top,,,,,,,-4.505616454530558,-119.47666136791032,-4.703633063579362,12.888447312358998,23.434678711187377,-24.38021329638862,3.55,1.63,2.0,57.7,-42.0,81.5,1887.0,5.9,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.55,,,,,,,,41,2,Changeup,6,1,1,6,1,6,1,6,Infield shade,Standard,136.0,0.0,-0.032,,,,0.032,88.0,5,-5,0.954,0.046,34,28,35,28,3,2,12.0,1.0,6.0,1.0,2.65,1.25,-1.25,47.0
4452,CU,2021-05-31,77.1,1.79,6.41,"Miley, Wade",656555,489119,,ball,,,,,13.0,"Rhys Hoskins strikes out swinging, catcher Tucker Barnhart to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,B,,,0,0,2021,-1.24,-0.29,-0.85,0.48,,,,1,5,Top,,,,,,,-3.347681133369373,-112.17366529610736,-5.070723126381057,-9.773125215542608,21.271065570327263,-33.89590021181421,3.56,1.67,,,,76.7,2552.0,6.1,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.37,,,,,,,,41,1,Curveball,6,1,1,6,1,6,1,6,Infield shade,Standard,307.0,0.0,0.026,,,,-0.026,,5,-5,0.954,0.046,34,28,35,28,3,2,12.0,1.0,6.0,1.0,4.14,-1.24,1.24,54.3
4453,CH,2021-05-31,83.0,2.03,6.13,"Miley, Wade",516416,489119,field_out,hit_into_play,,,,,14.0,"Jean Segura grounds out, shortstop Kyle Farmer to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,X,6.0,ground_ball,1,1,2021,1.36,0.76,0.66,1.32,,,,0,5,Top,101.82,144.07,,,,,-5.761910169425837,-120.68318728209076,-5.988661769975284,14.387184787162914,23.832033380594424,-23.77709400205819,3.3,1.5,106.0,80.3,7.0,82.8,1912.0,6.2,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.29,0.329,0.348,0.0,1.0,0.0,0.0,2.0,40,3,Changeup,6,1,1,6,1,6,1,6,Standard,Standard,133.0,0.011,-0.231,,,0.361,0.231,88.0,5,-5,0.943,0.057,34,31,35,31,3,2,12.0,1.0,6.0,1.0,2.56,1.36,-1.36,45.8
4454,CH,2021-05-31,82.6,2.04,6.19,"Miley, Wade",516416,489119,,ball,,,,,14.0,"Jean Segura grounds out, shortstop Kyle Farmer to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,B,,,0,1,2021,1.23,0.79,0.61,0.83,,,,0,5,Top,,,,,,,-5.597076010436682,-120.11997510056425,-7.299938778891959,12.932038347415988,20.38364069358421,-23.34744178312106,3.29,1.49,,,,82.6,1861.0,6.0,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.46,,,,,,,,40,2,Changeup,6,1,1,6,1,6,1,6,Standard,Standard,136.0,0.0,0.027,,,,-0.027,,5,-5,0.943,0.057,34,31,35,31,3,2,12.0,1.0,6.0,1.0,2.52,1.23,-1.23,45.9
4455,CU,2021-05-31,74.9,1.9,6.42,"Miley, Wade",516416,489119,,foul,,,,,7.0,"Jean Segura grounds out, shortstop Kyle Farmer to first baseman Tyler Stephenson.",R,R,L,CIN,PHI,S,,,0,0,2021,-0.96,-0.55,-0.71,1.45,,,,0,5,Top,,,,,,,-3.648455689110584,-108.91086785437258,-1.9464009526243096,-6.749699348274973,23.120538645635136,-36.33689912689435,3.3,1.5,8.0,86.5,-12.0,73.8,2366.0,6.0,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.51,,,,,,,,40,1,Curveball,6,1,1,6,1,6,1,6,Standard,Standard,314.0,0.0,-0.038,,,,0.038,88.0,5,-5,0.943,0.057,34,31,35,31,3,2,12.0,1.0,6.0,1.0,4.69,-0.96,0.96,50.6
4456,FC,2021-05-31,85.0,1.84,6.44,"Miley, Wade",546318,489119,field_out,hit_into_play,,,,,6.0,Odubel Herrera lines out to second baseman Max Schrock.,R,L,L,CIN,PHI,X,4.0,line_drive,1,2,2021,-0.55,0.44,0.76,2.63,,457705.0,664761.0,2,4,Top,140.36,146.56,,,,,-1.442472943016765,-123.8803621198814,-3.566561435381644,-5.399926733746464,22.592508045020526,-27.11717071426502,3.32,1.51,142.0,67.9,13.0,85.3,2263.0,6.2,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.3,0.323,0.291,0.0,1.0,0.0,0.0,2.0,36,4,Cutter,6,1,1,6,1,6,1,6,Standard,Standard,199.0,0.021,-0.313,,,0.338,0.313,88.0,5,-5,0.931,0.069,34,29,35,30,3,2,12.0,1.0,6.0,1.0,2.68,-0.55,-0.55,50.7
4457,SI,2021-05-31,89.6,1.7,6.44,"Miley, Wade",546318,489119,,called_strike,,,,,12.0,Odubel Herrera lines out to second baseman Max Schrock.,R,L,L,CIN,PHI,S,,,1,1,2021,1.06,1.1,0.85,2.47,,457705.0,664761.0,2,4,Top,,,,,,,-4.337657216918245,-130.43299063219408,-6.181253943907613,13.011209803509969,26.128723787059094,-18.478381783372768,3.24,1.66,,,,89.9,2125.0,6.4,633983,571466,663886,621011,553993,571657,673451,571980,592206,54.15,,,,,,,,36,3,Sinker,6,1,1,6,1,6,1,6,Standard,Standard,152.0,0.0,-0.116,,,,0.116,,5,-5,0.931,0.069,34,29,35,30,3,2,12.0,1.0,6.0,1.0,1.72,1.06,1.06,51.9
